whois_regDate,whois_expDate,number_of.,url_length,number_of_digits,number_of_special_charac,number_of-,number_of//,number_of/,number_of@,HTTP_check,number_of_protocols,number_of_subdomains,IP_in_url,number_of_.com,Port_in_URL,number_of_www,short_URL
-1,-1,2,29,3,0,0,1,3,0,0,1,0,0,0,1,1,0
10436,1981,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5669,539,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4985,128,3,27,0,0,1,1,3,0,0,1,0,0,0,0,1,0
11508,178,5,80,0,4,0,1,3,0,0,1,0,0,2,0,2,1
9528,3254,2,21,0,0,0,1,2,0,0,1,1,0,0,0,0,0
10533,58,1,21,0,0,0,1,3,0,0,1,0,0,1,0,0,0
10995,326,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9483,742,2,20,0,0,0,1,2,0,0,1,0,0,1,0,1,0
7627,1138,2,26,0,0,1,1,3,0,0,1,0,0,1,0,1,0
10666,292,2,22,0,0,0,1,3,0,0,1,0,0,1,0,1,1
9410,1584,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5229,614,1,18,0,0,0,1,4,0,0,1,0,0,0,0,0,0
10700,258,3,35,0,0,0,1,5,0,0,1,0,0,1,0,1,0
6054,2346,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
6522,417,1,25,0,0,0,1,3,0,0,1,0,0,0,0,0,0
7062,906,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7921,114,2,35,0,0,1,1,4,0,0,1,0,0,1,0,1,0
9749,111,2,23,2,0,0,1,3,0,0,1,0,0,1,0,1,0
2822,99,1,30,0,0,0,1,3,0,0,1,0,0,1,0,0,0
3763,1715,2,23,0,0,0,1,3,0,0,1,0,0,1,0,1,0
6042,167,1,26,0,0,0,1,3,0,0,1,0,0,1,0,0,0
9287,26,1,21,0,0,0,1,3,0,0,1,0,0,0,0,0,0
8027,373,2,23,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4487,260,2,32,1,0,0,1,3,0,0,1,1,0,1,0,0,0
4883,230,2,47,14,4,0,1,3,0,1,1,1,0,1,0,0,0
6262,1413,1,19,1,0,0,1,3,0,0,1,0,0,1,0,0,0
8891,239,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,0
4638,2666,3,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
741,354,2,49,13,4,1,1,3,0,1,1,1,0,1,0,0,0
8064,336,2,34,0,0,0,1,3,0,0,1,0,0,1,0,1,1
-1,-1,2,31,0,0,0,1,3,0,0,1,0,0,0,0,1,0
4078,304,2,36,0,0,0,1,3,0,0,1,0,0,0,0,1,0
8013,3309,2,27,0,0,1,1,2,0,0,1,1,0,1,0,0,0
-1,-1,2,58,6,2,1,1,4,0,0,1,0,0,0,0,1,0
3289,363,1,26,0,0,1,1,3,0,0,1,0,0,1,0,0,0
10275,317,1,16,0,0,0,1,3,0,0,1,0,0,1,0,0,0
6161,3335,2,21,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9762,463,2,22,0,0,0,1,3,0,0,1,1,0,1,0,0,0
10221,3291,2,31,0,0,1,1,2,0,0,1,1,0,1,0,0,0
10010,136,2,20,0,0,0,1,3,0,0,1,0,0,0,0,1,0
6998,1036,1,24,0,0,0,1,3,0,0,1,0,0,0,0,0,0
9762,463,2,24,0,0,0,1,3,0,0,1,1,0,1,0,0,0
3833,549,1,17,0,0,0,1,3,0,0,1,0,0,0,0,0,0
-1,-1,2,40,3,0,0,1,3,0,0,1,0,0,1,1,1,0
9035,96,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,0
10522,69,2,32,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8677,1914,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
6913,26,2,23,0,0,0,1,3,0,0,1,0,0,0,0,1,0
8466,1760,3,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7492,2004,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7746,289,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,1
5454,754,2,23,0,0,0,1,3,0,0,1,0,0,0,0,1,0
-1,-1,2,29,3,0,0,1,3,0,0,1,0,0,0,1,1,0
9491,272,2,55,0,1,0,1,6,0,0,1,0,0,1,0,1,0
7545,125,2,27,0,0,0,1,3,0,0,1,0,0,0,0,1,0
6459,2322,1,19,0,0,0,1,3,0,0,1,0,0,1,0,0,1
9841,170,2,29,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8685,2426,2,24,0,0,0,1,3,0,0,1,0,0,0,0,1,0
10133,822,2,58,0,4,0,1,4,0,0,1,1,0,1,0,0,0
8049,64,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10492,99,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,1
9966,261,2,22,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5210,268,2,22,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10204,339,3,28,0,0,0,1,3,0,0,1,0,0,0,0,1,0
7288,381,2,23,0,0,0,1,3,0,0,1,0,0,1,0,1,0
6039,170,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,1
2142,49,1,18,0,0,0,1,3,0,0,1,0,0,0,0,0,0
12122,297,2,46,0,0,1,1,5,0,0,1,1,0,1,0,0,1
7441,959,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5075,403,2,34,0,0,0,1,3,0,0,1,1,0,1,0,0,0
10078,512,1,16,0,0,0,1,3,0,0,1,0,0,0,0,0,0
-1,-1,2,21,0,0,0,1,3,0,0,1,0,0,0,0,1,0
5638,935,2,22,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5648,195,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8475,1020,2,23,0,0,0,1,3,0,0,1,0,0,0,0,1,0
1274,186,1,23,0,0,0,1,3,0,0,1,0,0,0,0,0,0
9061,70,2,26,0,0,0,1,3,0,0,1,0,0,1,0,1,0
-1,-1,1,24,0,0,0,1,3,0,0,1,0,0,0,0,0,0
9473,1117,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
11409,1009,2,44,0,0,1,1,5,0,0,1,0,0,1,0,1,0
9762,463,3,34,0,0,0,1,3,0,0,1,2,0,1,0,0,0
10499,92,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9228,191,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,0
8109,614,2,32,0,0,0,1,3,0,0,1,0,0,1,0,1,0
-1,28,3,25,0,0,0,1,3,0,0,1,0,0,0,0,1,0
4916,197,2,31,0,0,1,1,3,0,0,1,0,0,1,0,1,0
5049,64,2,32,0,0,0,1,3,0,0,1,0,0,1,0,1,1
8107,293,1,16,0,0,0,1,3,0,0,1,0,0,0,0,0,0
3198,89,2,68,29,2,4,1,3,0,1,1,1,0,1,0,0,0
10667,291,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,1
6887,52,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
-1,-1,2,28,5,0,0,1,3,0,0,1,0,0,1,1,1,0
-1,-1,2,27,0,0,0,1,3,0,0,1,0,0,0,0,1,0
-1,-1,2,31,3,0,0,1,3,0,0,1,0,0,1,1,1,0
7605,65,2,30,0,0,0,1,2,0,0,1,0,0,1,0,1,0
5234,244,1,24,0,0,0,1,4,0,0,1,0,0,1,0,0,0
9762,463,2,27,0,0,0,1,3,0,0,1,1,0,1,0,0,0
6647,292,2,23,0,0,0,1,3,0,1,1,0,0,1,0,1,1
8972,1620,2,26,4,0,0,1,3,0,0,1,0,0,1,0,1,0
11177,144,3,45,0,0,1,1,4,0,0,1,0,0,1,0,1,0
9762,463,2,22,0,0,0,1,3,0,0,1,1,0,1,0,0,0
3061,226,1,40,0,0,0,1,3,0,0,1,0,0,1,0,0,0
9762,463,2,28,0,0,0,1,3,0,0,1,1,0,1,0,0,0
6629,310,1,24,0,0,0,1,3,0,0,1,0,0,1,0,0,0
9762,463,3,30,0,0,0,1,3,0,0,1,2,0,1,0,0,0
4281,466,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,0
7792,243,2,26,0,0,0,1,3,0,0,1,0,0,1,0,1,0
6810,859,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7903,1593,2,23,0,0,0,1,3,0,0,1,0,0,0,0,1,0
9762,463,4,61,1,3,0,1,4,0,0,1,2,0,1,0,0,0
9707,883,1,23,0,0,0,1,3,0,0,1,0,0,1,0,0,0
8119,281,2,23,0,0,0,1,3,0,0,1,1,0,1,0,0,0
9762,463,3,32,0,0,0,1,3,0,0,1,2,0,1,0,0,0
3441,211,1,23,0,0,0,1,3,0,0,1,0,0,1,0,0,1
5977,597,1,27,0,0,0,1,3,0,0,1,0,0,1,0,0,0
5298,180,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10711,247,2,32,0,0,0,1,4,0,0,1,0,0,1,0,1,0
9762,463,4,56,1,3,0,1,4,0,0,1,2,0,1,0,0,0
-1,-1,3,32,0,0,0,1,4,0,0,1,0,0,1,0,1,0
9762,463,2,25,0,0,0,1,3,0,0,1,1,0,1,0,0,0
9777,460,2,21,0,0,0,1,3,0,0,1,0,0,0,0,1,0
10718,327,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5246,1327,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7750,285,2,85,5,8,0,1,3,0,0,1,1,0,1,0,0,0
8929,567,3,29,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5101,11,1,16,0,0,0,1,3,0,0,1,0,0,0,0,0,0
9762,463,4,58,1,3,0,1,4,0,0,1,2,0,1,0,0,0
4192,1285,1,22,0,0,0,1,3,0,0,1,0,0,0,0,0,0
3122,165,1,18,0,0,0,1,3,0,0,1,0,0,1,0,0,0
-1,-1,2,40,0,2,0,1,2,0,0,1,0,0,1,0,1,0
9762,463,2,22,0,0,0,1,3,0,0,1,1,0,1,0,0,0
9762,463,4,55,1,3,0,1,4,0,0,1,2,0,1,0,0,0
-1,-1,2,24,3,0,0,1,3,0,0,1,0,0,0,1,1,0
9762,463,2,23,0,0,0,1,3,0,0,1,1,0,1,0,0,0
6203,2562,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9762,463,4,57,1,3,0,1,4,0,0,1,2,0,1,0,0,0
2581,340,1,23,0,0,0,1,3,0,0,1,0,0,1,0,0,0
2814,107,1,24,0,0,0,1,3,0,0,1,0,0,1,0,0,0
6200,374,3,54,0,0,0,1,4,0,0,1,1,0,1,0,0,0
12529,255,2,23,0,0,0,1,3,0,0,1,0,0,1,0,1,0
6858,2637,1,23,0,0,0,1,3,0,0,1,0,0,1,0,0,0
9762,463,4,58,1,3,0,1,4,0,0,1,2,0,1,0,0,0
8902,594,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10454,137,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7395,639,2,22,1,0,0,1,3,0,0,1,0,0,1,0,1,0
8862,268,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9762,463,4,57,1,3,0,1,4,0,0,1,2,0,1,0,0,0
7806,594,2,22,0,0,0,1,3,0,0,1,0,0,1,0,1,0
2639,282,1,25,0,0,0,1,3,0,0,1,0,0,0,0,0,0
9161,700,2,23,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9762,463,2,41,0,2,0,1,3,0,0,1,0,0,1,0,1,0
10365,1689,1,20,0,0,0,1,3,0,0,1,0,0,1,0,0,0
5539,1034,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,1
5304,174,1,21,0,0,0,1,3,0,0,1,0,0,1,0,0,1
4776,1433,2,27,0,0,0,1,3,0,0,1,0,0,0,0,1,0
2611,310,1,24,0,0,0,1,3,0,0,1,0,0,1,0,0,0
9298,198,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
2734,187,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,0
3017,269,1,21,0,0,0,1,3,0,0,1,0,0,1,0,0,0
6909,2586,1,25,0,0,0,1,3,0,0,1,0,0,1,0,0,0
4616,132,1,18,0,0,0,1,3,0,0,1,0,0,1,0,0,1
3179,838,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8376,24,1,21,0,0,0,1,3,0,0,1,0,0,1,0,0,0
8497,268,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8272,2684,1,24,0,0,0,1,3,0,0,1,0,0,1,0,0,0
8853,207,2,27,0,0,0,1,2,0,0,1,1,0,0,0,0,0
9363,132,2,29,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7467,568,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
3503,149,2,26,0,0,0,1,3,0,0,1,0,0,0,0,0,0
4795,318,2,29,0,0,0,1,4,0,0,1,0,0,1,0,1,1
6267,307,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
-1,-1,2,23,3,0,0,1,3,0,0,1,0,0,1,1,1,0
8042,359,3,112,16,7,5,1,6,0,0,1,0,0,1,0,1,0
7444,1321,2,29,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8897,599,2,26,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5830,378,1,20,0,0,1,1,3,0,0,1,0,0,1,0,0,0
5657,551,1,20,0,0,0,1,3,0,0,1,0,0,1,0,0,0
10118,837,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,1
7833,202,2,22,0,0,0,1,3,0,0,1,0,0,0,0,1,0
6076,498,2,26,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4539,939,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8677,354,2,30,0,0,1,1,3,0,0,1,0,0,0,0,1,0
9762,463,2,25,0,0,0,1,3,0,0,1,1,0,1,0,0,0
6632,1403,3,33,0,0,0,1,3,0,0,1,0,0,0,0,1,0
8188,212,2,26,0,0,0,1,3,0,0,1,1,0,1,0,0,0
9762,463,3,33,0,0,0,1,3,0,0,1,2,0,1,0,0,0
9762,463,2,25,0,0,0,1,3,0,0,1,1,0,1,0,0,0
9230,266,1,25,0,0,0,1,3,0,0,1,0,0,1,0,0,0
6749,2016,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9142,354,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4636,1208,1,19,0,0,0,1,3,0,0,1,0,0,1,0,0,0
10206,384,2,23,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8341,1154,2,25,0,0,0,1,3,0,0,1,0,0,0,0,1,0
9934,2119,1,21,0,0,0,1,3,0,0,1,0,0,1,0,0,0
72,293,1,22,0,0,0,1,3,0,0,1,0,0,0,0,0,0
9492,2399,2,29,0,0,0,1,3,0,0,1,0,0,2,0,1,0
6746,193,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
2716,205,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
1833,358,2,30,0,0,0,1,2,0,0,1,0,0,1,0,1,0
7557,3035,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8127,49,2,27,0,0,0,1,3,0,0,1,0,0,0,0,1,0
5949,1355,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,0
9590,270,2,21,0,0,0,1,2,0,0,1,0,0,1,0,1,0
10694,264,2,40,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7491,120,2,31,0,0,0,1,2,0,0,1,0,0,0,0,1,0
9762,463,4,56,1,3,0,1,4,0,0,1,2,0,1,0,0,0
-1,-1,2,28,3,0,0,1,3,0,0,1,0,0,1,1,1,0
7305,364,2,28,0,0,0,1,3,0,0,1,0,0,0,0,1,0
8758,372,2,23,0,0,0,1,3,0,0,1,0,0,0,0,1,0
4638,110,1,16,0,0,0,1,3,0,0,1,0,0,0,0,0,0
4678,70,2,27,0,0,2,1,3,0,0,1,0,0,1,0,1,0
-1,-1,2,23,3,0,0,1,3,0,0,1,0,0,0,1,1,0
9346,149,2,29,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8115,1381,1,17,0,0,0,1,3,0,0,1,0,0,0,0,0,0
9762,463,2,22,0,0,0,1,3,0,0,1,1,0,1,0,0,0
8331,434,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5251,592,1,21,0,0,0,1,3,0,0,1,0,0,0,0,0,0
7544,211,2,25,0,0,0,1,3,0,0,1,0,0,0,0,1,0
10808,148,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9146,1446,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9762,463,2,23,0,0,0,1,3,0,0,1,1,0,1,0,0,0
4171,211,2,51,13,4,0,1,3,0,1,1,1,0,1,0,0,1
7351,1414,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9948,3566,2,24,0,0,0,1,3,0,0,1,0,0,0,0,1,0
8830,300,2,28,0,0,0,1,2,0,0,1,1,0,0,0,0,0
10242,2174,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4486,261,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
-1,-1,1,40,3,0,0,1,4,0,0,1,0,0,1,1,0,0
8680,85,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10638,318,2,23,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8906,1793,1,19,0,0,0,1,3,0,0,1,0,0,1,0,0,0
-1,-1,2,32,3,0,0,1,3,0,0,1,0,0,1,1,1,0
-1,-1,2,46,3,0,0,1,3,0,0,1,0,0,1,1,1,0
10486,105,2,36,0,0,1,1,5,0,0,1,0,0,1,0,1,0
13986,325,2,19,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10525,66,2,26,0,0,0,1,3,0,0,1,0,0,1,0,1,0
-1,-1,2,29,3,0,0,1,3,0,0,1,0,0,1,1,1,0
5590,2444,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4858,255,1,26,0,0,0,1,3,0,0,1,0,0,1,0,0,0
4343,404,2,32,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10471,120,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7031,1734,1,21,0,0,1,1,3,0,0,1,0,0,0,0,0,0
11240,174,2,25,0,0,0,1,3,0,0,1,0,0,0,0,1,0
7509,1622,1,21,0,0,0,1,3,0,0,1,0,0,0,0,0,0
6423,3074,2,31,0,0,0,1,3,0,0,1,0,0,0,0,1,0
8260,140,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7147,522,2,30,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4112,1731,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,0
4459,2114,1,21,0,0,0,1,3,0,0,1,0,0,1,0,0,0
9896,330,3,32,0,0,0,1,4,0,0,1,0,0,0,0,1,0
4777,336,2,26,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8776,719,2,30,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10376,217,2,29,0,0,0,1,3,0,0,1,0,0,1,0,1,1
5755,453,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
11163,158,2,23,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4849,635,1,17,0,0,0,1,3,0,0,1,0,0,0,0,0,0
2546,375,2,61,0,0,4,1,4,0,0,1,0,0,1,0,1,0
9461,34,2,31,0,0,1,1,3,0,0,1,0,0,1,0,1,0
3304,713,2,29,0,0,0,1,3,0,0,1,0,0,1,0,1,0
2888,34,1,20,0,0,0,1,3,0,0,1,0,0,0,0,0,0
8715,1511,3,32,0,0,0,1,3,0,1,1,0,0,1,0,1,0
10204,597,3,34,0,0,0,1,3,0,0,1,0,0,0,0,1,0
4759,354,1,20,0,0,0,1,3,0,0,1,0,0,1,0,0,0
8856,3196,2,24,0,0,0,1,3,0,0,1,1,0,1,0,0,0
5150,693,2,29,0,0,0,1,3,0,0,1,0,0,1,0,1,0
40,324,1,22,0,0,0,1,3,0,0,1,0,0,0,0,0,0
8273,1588,2,21,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10259,331,2,23,0,0,0,1,3,0,0,1,0,0,1,0,1,0
3081,1667,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,0
4975,1964,1,19,0,0,0,1,3,0,0,1,0,0,1,0,0,0
8481,284,2,33,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10349,243,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10828,493,2,20,0,0,0,1,3,0,0,1,0,0,1,0,1,0
3669,348,3,24,0,0,0,1,3,0,0,1,0,0,0,0,1,0
4864,249,1,20,0,0,0,1,3,0,0,1,0,0,1,0,0,0
10445,9,2,19,1,0,0,1,3,0,0,1,0,0,0,0,1,0
7750,285,1,16,0,0,0,1,3,0,0,1,0,0,1,0,0,0
7102,285,2,22,0,0,0,1,3,0,0,1,0,0,0,0,1,0
2857,64,1,23,0,0,1,1,3,0,0,1,0,0,1,0,0,0
6665,639,1,18,0,0,0,1,3,0,0,1,0,0,1,0,0,0
4819,294,2,29,0,0,0,1,3,0,0,1,0,0,0,0,1,0
3043,243,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,1
9600,260,1,21,0,0,0,1,3,0,0,1,0,0,1,0,0,0
7435,286,2,25,0,0,0,1,3,0,0,1,0,0,0,0,1,0
5585,258,2,30,0,0,1,1,3,0,0,1,0,0,1,0,1,0
8833,162,2,26,0,0,0,1,3,0,0,1,0,0,0,0,1,0
7040,264,2,25,0,0,0,1,3,0,0,1,0,0,0,0,1,0
4227,155,1,27,0,0,0,1,3,0,0,1,0,0,0,0,0,0
7407,3184,2,22,0,0,0,1,3,0,0,1,0,0,1,0,1,0
8119,281,2,31,0,0,0,1,3,0,0,1,0,0,0,0,1,0
3926,91,1,21,0,0,0,1,3,0,0,1,0,0,1,0,0,0
7977,2614,1,23,0,0,0,1,3,0,0,1,0,0,1,0,0,0
6283,291,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
3352,300,1,24,0,0,0,1,3,0,0,1,0,0,1,0,0,0
11070,253,1,18,0,0,0,1,3,0,0,1,0,0,0,0,0,0
1861,330,1,29,0,0,0,1,4,0,0,1,0,0,0,0,0,0
13095,417,2,21,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5275,203,2,35,0,0,0,1,4,0,0,1,0,0,1,0,1,0
9101,760,1,18,0,0,0,1,3,0,0,1,0,0,1,0,0,0
11011,312,2,22,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7208,1191,2,20,1,0,0,1,3,0,1,1,0,0,1,0,1,0
5820,388,1,23,0,0,0,1,3,0,0,1,0,0,1,0,0,0
9884,341,2,20,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5744,99,1,21,0,0,0,1,3,0,0,1,0,0,1,0,0,0
6804,500,2,28,0,0,1,1,3,0,0,1,0,0,1,0,1,0
4172,941,1,21,0,0,0,1,3,0,0,1,0,0,0,0,0,0
652,808,1,21,0,0,0,1,3,0,0,1,0,0,0,0,0,0
10450,141,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
-1,-1,2,30,3,0,0,1,3,0,0,1,0,0,0,1,1,0
1328,132,2,57,14,4,1,1,3,0,1,1,1,0,0,0,0,0
4377,5,1,18,0,0,0,1,3,0,0,1,0,0,1,0,0,0
2755,531,1,26,0,0,1,1,3,0,0,1,0,0,1,0,0,0
7560,475,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7236,68,1,18,0,0,0,1,3,0,0,1,0,0,1,0,0,0
10569,387,2,31,0,0,0,1,4,0,0,1,0,0,1,0,1,0
3017,269,1,18,0,0,0,1,3,0,0,1,0,0,0,0,0,0
6092,1212,2,30,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9579,2472,2,20,0,0,0,1,3,0,0,1,0,0,1,0,1,0
-1,-1,2,29,3,0,0,1,3,0,0,1,0,0,0,1,1,0
3494,158,1,21,0,0,0,1,3,0,0,1,0,0,0,0,0,0
4737,376,2,20,0,0,0,1,3,0,0,1,0,0,0,0,1,0
3758,259,2,26,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10289,1808,2,32,0,0,0,1,3,0,0,1,0,0,1,0,1,0
3492,160,1,25,0,0,1,1,3,0,0,1,0,0,1,0,0,0
4738,375,1,20,0,0,0,1,3,0,0,1,0,0,1,0,0,0
9687,173,2,26,0,0,0,1,3,0,0,1,0,0,1,0,1,0
5775,1894,2,28,0,0,0,1,3,0,0,1,0,0,0,0,1,0
7802,233,2,20,0,0,0,1,3,0,0,1,0,0,0,0,0,0
6745,1289,1,20,2,0,0,1,3,0,0,1,0,0,1,0,0,0
9486,374,2,34,0,0,0,1,4,0,0,1,0,0,1,0,1,0
6904,1130,1,28,0,0,0,1,3,0,0,1,0,0,1,0,0,0
10666,292,2,21,0,0,0,1,3,0,0,1,0,0,1,0,1,0
3018,268,1,22,0,0,0,1,3,0,0,1,0,0,1,0,0,0
4164,218,2,32,0,0,0,1,3,0,0,1,0,0,1,0,1,0
6224,3272,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
6916,300,2,26,0,0,0,1,3,0,0,1,0,0,0,0,1,0
417,313,1,24,2,0,0,1,3,0,0,1,0,0,1,0,0,0
9225,2828,1,17,0,0,0,1,3,0,0,1,0,0,0,0,0,0
8086,3237,1,18,0,0,0,1,2,0,0,1,0,0,1,0,0,0
5759,84,6,199,10,10,0,1,3,0,0,3,1,0,3,0,2,0
12018,2590,2,33,0,0,0,1,4,0,0,1,0,0,0,0,1,0
5218,2451,2,24,0,0,0,1,3,0,1,1,1,0,1,0,0,0
9814,47,3,26,0,0,0,1,3,0,0,1,0,0,0,0,1,0
4993,41,1,18,0,0,0,1,3,0,0,1,0,0,0,0,0,0
7459,211,1,21,0,0,0,1,3,0,0,1,0,0,1,0,0,0
4730,18,1,20,0,0,0,1,3,0,0,1,0,0,1,0,0,0
3521,861,1,23,0,0,0,1,3,0,0,1,0,0,0,0,0,0
404,326,1,25,0,0,0,1,3,0,0,1,0,0,0,0,0,0
6892,47,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4496,251,2,24,0,0,0,1,3,0,0,1,1,0,1,0,0,0
3974,175,3,23,0,0,0,1,3,0,0,1,0,0,1,0,1,0
68,296,1,22,4,0,0,1,4,0,0,1,0,0,0,0,0,0
6036,173,1,24,0,0,0,1,3,0,0,1,0,0,1,0,0,0
8888,1338,1,21,0,0,0,1,3,0,0,1,0,0,0,0,0,0
2991,295,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
3890,127,2,42,1,3,0,1,3,0,0,1,1,0,1,0,0,0
8897,234,2,27,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4092,290,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
4026,356,2,25,0,0,0,1,3,0,0,1,0,0,0,0,1,0
4179,203,2,28,0,0,0,1,3,0,0,1,0,0,1,0,1,0
7974,1156,2,36,0,2,1,1,3,0,0,1,0,0,0,0,0,0
9454,406,2,33,0,0,0,1,3,0,0,1,0,0,1,0,1,0
2740,181,3,119,1,9,2,1,4,0,0,1,0,0,2,0,1,0
9666,1289,2,28,0,0,0,1,3,0,0,1,1,0,0,0,0,0
3012,274,1,20,0,0,0,1,3,0,0,1,0,0,1,0,0,0
4628,1215,2,26,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10514,3364,2,25,0,0,0,1,3,0,0,1,0,0,1,0,1,0
-1,-1,2,34,3,0,1,1,3,0,0,1,0,0,1,1,1,0
3892,855,2,26,0,0,0,1,3,0,0,1,0,0,1,0,1,0
9216,3202,3,35,0,0,0,1,3,0,0,1,0,0,1,0,1,0
10472,849,2,24,0,0,0,1,3,0,0,1,0,0,1,0,1,0
