whois_regDate,whois_expDate,number_of.,url_length,number_of_digits,number_of_special_charac,number_of-,number_of//,number_of/,number_of@,HTTP_check,number_of_protocols,number_of_subdomains,IP_in_url,number_of_.com,Port_in_URL,number_of_www,short_URL
2175,17,2,34,1,0,0,1,2,0,1,1,1,0,1,0,0,0
6474,100,2,25,3,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
1957,234,2,25,2,0,0,1,2,0,1,1,1,0,0,0,0,0
765,330,2,37,0,0,0,1,2,0,1,1,1,0,1,0,0,0
567,163,2,41,2,0,1,1,3,0,1,1,1,0,0,0,0,0
76,288,2,24,4,0,1,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,32,0,0,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,37,0,0,0,1,4,0,1,1,1,0,0,0,0,0
320,45,2,52,9,2,0,1,5,0,1,1,0,0,1,0,0,0
272,93,2,47,0,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,1,19,1,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
1427,33,2,48,7,0,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,1,18,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,1,18,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,27,0,0,0,1,3,0,1,1,0,0,0,0,0,0
-1,-1,2,42,3,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
567,163,2,38,2,0,1,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
2318,238,2,35,2,0,0,1,2,0,1,1,1,0,1,0,0,0
3861,156,3,32,7,0,0,1,2,0,1,1,2,0,0,0,0,0
3861,156,3,32,7,0,0,1,2,0,1,1,2,0,0,0,0,0
3861,156,3,32,7,0,0,1,2,0,1,1,2,0,0,0,0,0
3861,156,3,32,7,0,0,1,2,0,1,1,2,0,0,0,0,0
-1,-1,2,44,0,0,1,1,3,0,1,1,1,0,0,0,0,0
3163,124,4,57,0,0,1,1,4,0,1,1,0,0,2,0,0,0
-1,-1,1,16,0,0,0,1,2,0,1,1,0,0,0,0,0,0
1505,685,5,257,41,0,0,1,3,0,1,1,2,0,0,0,0,0
5882,327,2,48,5,0,0,1,2,0,1,1,1,0,0,0,0,0
2981,1766,5,51,3,0,0,1,3,0,1,1,1,0,1,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
1505,685,5,265,41,2,0,1,3,0,1,1,2,0,0,0,0,0
567,163,2,39,2,0,1,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,29,3,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,17,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,1,17,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,1,17,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,37,0,0,0,1,4,0,1,1,1,0,0,0,0,0
5291,2013,2,27,2,0,0,1,2,0,1,1,1,0,1,0,0,0
295,70,1,23,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,45,1,0,7,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,16,1,0,0,1,2,0,1,1,0,0,0,0,0,0
7895,505,5,156,25,2,0,1,3,0,1,1,2,0,1,0,0,1
567,163,2,41,2,0,1,1,3,0,1,1,1,0,0,0,0,0
366,0,3,39,0,0,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,1,24,0,0,1,1,2,0,1,1,0,0,0,0,0,0
-1,-1,1,27,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
2254,1032,2,21,1,0,0,1,2,0,1,1,1,0,0,0,0,0
2507,414,3,110,29,1,0,1,4,0,1,1,1,0,1,0,0,0
6711,233,3,67,9,0,1,1,6,0,1,1,1,0,0,0,0,0
11,353,2,39,1,0,2,1,2,0,1,1,1,0,1,0,0,0
6711,233,2,65,26,0,0,1,4,0,1,1,1,0,0,0,0,0
6711,233,2,65,28,0,0,1,4,0,1,1,1,0,0,0,0,0
-1,-1,2,36,0,0,0,1,2,0,1,1,1,0,0,0,0,0
2981,1766,3,46,4,0,0,1,3,0,1,1,1,0,1,0,0,0
394,337,4,55,2,0,2,1,3,0,1,1,1,0,0,0,0,0
394,337,3,42,2,0,2,1,2,0,1,1,1,0,0,0,0,0
394,337,4,51,2,0,2,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,25,0,0,0,1,2,0,1,1,1,0,0,0,0,0
5696,1242,2,22,0,0,0,1,2,0,1,1,1,0,0,0,0,0
2518,39,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,21,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,3,32,0,0,0,1,2,0,1,1,1,0,0,0,0,0
1957,234,2,25,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,40,0,0,1,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,22,0,0,0,1,2,0,1,1,1,0,0,0,0,0
6677,262,2,34,3,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,28,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
4273,109,3,86,4,0,0,1,3,0,1,1,2,0,1,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
3861,156,4,59,10,0,0,1,4,0,1,1,2,0,0,0,0,0
3861,156,4,59,15,0,0,1,4,0,1,1,2,0,0,0,0,0
1000,95,3,64,0,2,1,1,7,0,1,1,0,0,1,0,0,0
-1,-1,1,47,0,1,0,1,5,0,1,1,0,0,0,0,0,0
1981,210,2,27,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,37,0,0,0,1,2,0,1,1,1,0,0,0,0,0
7340,329,2,31,0,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,26,1,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,18,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,25,0,0,1,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,30,0,0,0,1,3,0,1,1,0,0,0,0,0,0
8444,321,2,30,0,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,1,23,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,32,4,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,22,1,0,1,1,2,0,1,1,0,0,0,0,0,0
2981,1766,2,44,3,0,2,1,2,0,1,1,1,0,1,0,0,0
415,315,2,29,0,0,0,1,2,0,1,1,1,0,1,0,0,1
197,169,2,18,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,28,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,2,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,33,0,0,1,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,32,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
8444,321,2,24,2,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,33,0,0,1,1,2,0,1,1,1,0,0,0,0,0
308,58,3,30,0,0,0,1,2,0,1,1,1,0,0,0,0,0
3154,133,3,57,0,2,0,1,3,1,1,1,1,0,1,0,0,0
-1,-1,2,33,1,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,33,1,0,0,1,2,0,1,1,1,0,0,0,0,0
1510,315,3,46,1,0,4,1,2,0,1,1,2,0,0,0,0,0
1490,335,3,60,1,2,0,1,3,1,1,1,1,0,1,0,0,0
-1,-1,4,31,2,0,0,1,3,1,1,1,2,0,1,0,0,0
-1,-1,2,21,1,0,1,1,2,0,1,1,1,0,0,0,0,0
32,333,2,32,5,2,1,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,38,0,0,0,1,4,0,1,1,0,0,0,0,0,0
-1,-1,2,30,0,0,0,1,2,0,1,1,1,0,0,0,0,0
1423,37,2,55,7,1,0,1,3,0,1,1,1,0,1,0,0,0
-1,-1,4,156,20,2,0,1,3,0,1,1,1,0,0,0,0,0
1580,245,2,33,3,0,1,1,3,0,1,1,1,0,0,0,0,0
6965,339,2,50,2,0,2,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,18,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,1,17,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,26,0,0,0,1,3,0,1,1,0,0,0,0,0,0
5388,-1,2,27,5,0,1,1,2,0,1,1,1,0,0,0,0,0
5388,-1,3,37,5,0,1,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,35,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,3,47,2,0,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
2969,316,4,58,0,2,0,1,3,1,1,1,1,0,2,0,0,1
2784,137,3,47,2,0,0,1,3,1,1,1,1,0,1,0,0,0
-1,-1,5,129,20,0,0,1,3,0,1,1,2,0,0,0,0,0
-1,-1,2,32,4,0,0,1,2,0,1,1,1,0,0,0,0,0
873,1683,2,49,0,0,1,1,2,0,1,1,1,0,0,0,0,0
873,1683,3,59,1,0,1,1,3,1,1,1,1,0,0,0,0,0
379,352,2,42,4,0,0,1,2,0,1,1,1,0,0,0,0,0
379,352,3,65,4,0,0,1,4,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,17,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,37,0,0,0,1,4,0,1,1,1,0,0,0,0,0
348,18,1,42,0,0,1,1,4,0,1,1,0,0,1,0,0,0
408,-43,1,37,0,0,1,1,5,0,1,1,0,0,1,0,0,0
-1,-1,2,53,1,0,1,1,6,0,1,1,0,0,0,0,0,0
-1,-1,2,69,1,3,1,1,6,0,1,1,0,0,0,0,0,0
125,240,1,24,0,0,1,1,2,0,1,1,0,0,0,0,0,0
125,240,1,24,0,0,1,1,2,0,1,1,0,0,0,0,0,0
1766,60,1,21,0,0,0,1,3,0,1,1,0,0,0,0,0,0
-1,-1,1,29,0,1,0,1,4,0,1,1,0,0,0,0,0,0
-1,-1,2,40,0,1,0,1,5,0,1,1,0,0,0,0,0,0
2903,383,1,32,0,0,0,1,3,0,1,1,0,0,1,0,0,0
421,-56,2,36,0,0,1,1,3,0,1,1,1,0,1,0,0,0
-1,-1,1,19,0,0,1,1,2,0,1,1,0,0,0,0,0,0
47,318,2,27,3,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,17,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,28,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,36,6,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,24,1,0,0,1,3,0,1,1,0,0,0,0,0,0
-1,-1,2,39,2,0,1,1,3,0,1,1,1,0,0,0,0,0
-1,-1,3,50,1,2,0,1,3,1,1,1,1,0,1,0,0,0
-1,-1,1,30,2,0,0,1,3,0,1,1,0,0,0,0,0,0
-1,-1,1,34,0,0,0,1,3,0,1,1,0,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
143,222,2,34,0,0,1,1,2,0,1,1,1,0,1,0,0,0
-1,-1,1,19,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,35,8,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,4,147,20,1,0,1,4,0,1,1,1,0,0,0,0,0
143,222,2,36,0,0,1,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
180,185,1,19,0,0,0,1,2,0,1,1,0,0,1,0,0,0
8492,638,2,31,1,0,0,1,2,0,1,1,1,0,1,0,0,0
3169,118,1,26,0,0,0,1,4,0,1,1,0,0,1,0,0,0
3169,118,1,26,0,0,0,1,4,0,1,1,0,0,1,0,0,0
3754,263,2,31,0,0,1,1,2,0,1,1,1,0,0,0,0,0
752,344,2,31,0,0,0,1,2,0,1,1,1,0,0,0,0,0
7895,505,5,160,27,1,0,1,3,0,1,1,2,0,1,0,0,1
7895,505,5,148,33,1,0,1,3,0,1,1,2,0,1,0,0,1
1957,234,2,25,1,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,19,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,1,15,0,0,0,1,2,0,1,1,0,0,0,0,0,0
6677,262,2,26,0,0,0,1,2,0,1,1,1,0,1,0,0,0
6677,262,2,33,0,0,0,1,2,0,1,1,1,0,1,0,0,0
2996,1751,2,22,0,0,1,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,27,0,0,0,1,3,0,1,1,0,0,0,0,0,0
11,354,3,50,1,0,0,1,4,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
4273,109,3,41,0,0,0,1,2,0,1,1,2,0,1,0,0,0
4940,173,2,43,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
6677,262,2,30,0,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,4,160,15,2,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,31,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
3659,357,6,220,28,2,0,1,3,0,1,1,2,0,1,0,0,0
-1,-1,2,30,0,0,0,1,4,0,1,1,0,0,0,0,0,0
-1,-1,2,31,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,44,1,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,43,1,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,44,1,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,33,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,33,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,43,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,43,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,35,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,36,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,3,46,0,0,0,1,3,0,1,1,1,0,0,0,0,0
2981,1766,2,38,5,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,32,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,34,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,35,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,3,45,2,0,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,35,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,26,4,0,1,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,30,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,33,6,0,1,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,34,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,25,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,34,0,0,0,1,2,0,1,1,1,0,0,0,0,0
2833,88,3,33,0,0,0,1,4,0,1,1,2,0,0,0,0,0
6677,262,2,50,0,0,0,1,2,0,1,1,1,0,1,0,0,0
6090,119,3,31,7,0,2,1,2,0,1,1,2,0,0,0,0,0
6090,119,4,42,7,0,2,1,3,0,1,1,2,0,0,0,0,0
2981,1766,2,35,5,0,0,1,2,0,1,1,1,0,1,0,0,0
3861,156,4,71,17,1,0,1,4,0,1,1,2,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
397,-32,2,46,0,0,0,1,5,0,1,1,1,0,0,0,0,0
-1,-1,2,32,0,0,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,1,17,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,37,0,0,0,1,4,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
2833,88,3,82,9,0,1,1,5,0,1,1,2,0,0,0,0,0
-1,-1,2,37,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,28,0,0,1,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,24,7,0,0,1,2,0,1,1,1,0,0,0,0,0
3861,156,3,32,5,0,0,1,2,0,1,1,2,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,26,1,0,0,1,2,0,1,1,1,0,0,0,0,0
752,344,2,20,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,27,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,26,1,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,27,1,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,40,0,0,2,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
403,328,1,17,3,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,67,7,2,1,1,4,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
3754,263,2,32,0,0,0,1,2,0,1,1,1,0,0,0,0,0
1510,315,3,46,2,0,4,1,2,0,1,1,2,0,0,0,0,0
335,30,2,23,0,0,0,1,2,0,1,1,1,0,0,0,0,0
332,33,2,23,0,0,0,1,2,0,1,1,1,0,0,0,0,0
360,5,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
360,5,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
360,5,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
372,-7,2,23,0,0,0,1,2,0,1,1,1,0,0,0,0,0
372,-7,2,23,0,0,0,1,2,0,1,1,1,0,0,0,0,0
372,-7,2,22,0,0,0,1,2,0,1,1,1,0,0,0,0,0
6474,100,2,25,2,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,37,0,0,0,1,4,0,1,1,1,0,0,0,0,0
2911,10,2,58,24,0,4,1,3,0,1,1,0,0,0,0,0,0
-1,-1,4,188,33,1,0,1,4,0,1,1,1,0,0,0,0,0
-1,-1,2,32,0,0,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,37,0,0,0,1,4,0,1,1,1,0,0,0,0,0
8194,-1,3,94,11,0,0,1,5,0,1,1,1,0,0,0,0,0
8194,-1,3,298,48,6,1,1,5,0,1,1,1,0,0,0,0,0
8194,-1,3,92,11,0,0,1,5,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
294,71,2,39,0,0,0,1,2,0,1,1,1,0,0,0,0,0
7895,505,5,160,34,1,0,1,3,0,1,1,2,0,1,0,0,1
-1,-1,3,43,3,0,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,3,41,3,0,0,1,3,0,1,1,1,0,0,0,0,0
305,61,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
7895,505,5,156,25,2,0,1,3,0,1,1,2,0,1,0,0,1
1262,197,3,40,0,0,0,1,2,0,1,1,2,0,0,0,0,0
4058,324,5,218,28,2,0,1,3,0,1,1,2,0,1,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
1890,-64,2,26,2,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,15,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,32,0,0,0,1,3,0,1,1,1,0,0,0,0,0
2507,414,5,124,28,3,0,1,7,0,1,2,1,0,2,0,1,0
-1,-1,2,32,0,0,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,21,2,0,0,1,2,0,1,1,1,0,0,0,0,0
677,418,1,18,5,0,0,1,2,0,1,1,0,0,1,0,0,0
677,418,1,18,5,0,0,1,2,0,1,1,0,0,1,0,0,0
677,418,1,18,5,0,0,1,2,0,1,1,0,0,1,0,0,0
677,418,1,18,5,0,0,1,2,0,1,1,0,0,1,0,0,0
677,418,1,18,5,0,0,1,2,0,1,1,0,0,1,0,0,0
-1,-1,2,23,2,0,1,1,2,0,1,1,1,0,0,0,0,0
167,198,2,29,1,0,1,1,2,0,1,1,1,0,1,0,0,0
886,209,2,80,7,1,0,1,3,0,1,1,1,0,1,0,0,0
-1,-1,2,44,3,0,0,1,2,0,1,1,1,0,0,0,0,0
6677,262,2,33,6,0,0,1,2,0,1,1,1,0,1,0,0,0
278,87,1,19,6,0,0,1,2,0,1,1,0,0,1,0,0,0
278,87,1,19,6,0,0,1,2,0,1,1,0,0,1,0,0,0
14,350,1,19,6,0,0,1,2,0,1,1,0,0,1,0,0,0
335,30,1,19,6,0,0,1,2,0,1,1,0,0,1,0,0,0
335,30,1,19,6,0,0,1,2,0,1,1,0,0,1,0,0,0
335,30,1,19,6,0,0,1,2,0,1,1,0,0,1,0,0,0
-1,-1,2,264,50,1,1,1,7,0,1,1,1,0,0,0,0,0
-1,-1,2,175,27,10,0,1,4,0,1,1,1,0,0,0,0,0
-1,-1,2,196,28,10,3,1,4,0,1,1,1,0,0,0,0,0
5227,616,3,39,3,0,0,1,2,0,1,1,1,0,0,0,0,0
338,27,1,15,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,39,13,2,0,1,3,0,1,1,1,0,0,0,0,0
-1,-1,2,30,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,19,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
3063,224,2,25,0,0,0,1,2,0,1,1,1,0,0,0,0,0
4220,162,2,37,0,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,51,0,1,0,1,3,0,1,1,0,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
10876,80,3,47,0,0,0,1,3,0,1,1,1,0,1,0,0,0
404,-39,2,25,0,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,29,0,0,2,1,2,0,1,1,1,0,0,0,0,0
6677,262,2,28,0,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
8637,128,2,34,0,0,1,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,46,0,0,1,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,36,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,44,0,0,0,1,3,0,1,1,1,0,0,0,0,0
345,20,2,23,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,33,3,0,2,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,44,1,2,0,1,3,0,1,1,1,0,0,0,0,0
6677,262,2,23,1,0,0,1,2,0,1,1,1,0,1,0,0,0
-1,-1,2,30,2,0,1,1,2,0,1,1,1,0,0,0,0,0
3861,156,3,32,5,0,0,1,2,0,1,1,2,0,0,0,0,0
-1,-1,3,36,4,0,0,1,2,0,1,1,2,0,0,0,0,0
1824,2,4,35,4,0,0,1,3,3,1,1,1,0,1,0,0,0
-1,-1,2,54,0,0,1,1,3,0,1,1,1,0,0,0,0,0
-1,-1,3,30,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,1,18,0,0,1,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,28,0,0,1,1,3,0,1,1,0,0,0,0,0,0
-1,-1,2,28,0,0,1,1,3,0,1,1,0,0,0,0,0,0
8097,303,2,29,0,0,0,1,3,0,1,1,1,0,1,0,0,0
400,-35,2,22,3,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,34,1,0,1,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,29,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,48,0,0,1,1,3,0,1,1,1,0,0,0,0,0
-1,-1,1,37,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,1,41,0,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,36,1,0,1,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,24,0,0,0,1,2,0,1,1,1,0,0,0,0,0
1510,315,3,46,3,0,4,1,2,0,1,1,2,0,0,0,0,0
1510,315,4,271,20,14,4,1,3,0,1,1,2,0,0,0,0,0
2981,1766,3,52,3,0,0,1,3,0,1,1,1,0,1,0,0,0
-1,-1,2,31,2,0,1,1,2,0,1,1,1,0,0,0,0,0
-1,-1,2,27,4,0,1,1,2,0,1,1,1,0,0,0,0,0
382,-17,1,17,3,0,0,1,2,0,1,1,0,0,0,0,0,0
-1,-1,2,25,4,0,1,1,2,0,1,1,1,0,0,0,0,0
752,344,2,38,0,0,0,1,3,0,1,1,1,0,0,0,0,0
